,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
801,0 days 01:45:44.931000,SAI,55,0 days 00:01:21.717000,34.0,2.0,,,28.512,18.103,35.102,0 days 01:44:51.697000,0 days 01:45:09.800000,0 days 01:45:44.902000,276.0,303.0,289.0,295.0,False,HARD,18.0,True,Ferrari,0 days 01:44:23.214000,2024-03-24 04:49:06.412,1,1.0,False,,False,True,81.717,81.717
802,0 days 01:47:06.652000,SAI,55,0 days 00:01:21.721000,35.0,2.0,,,28.432,18.105,35.184,0 days 01:46:13.334000,0 days 01:46:31.439000,0 days 01:47:06.623000,277.0,303.0,291.0,293.0,False,HARD,19.0,True,Ferrari,0 days 01:45:44.931000,2024-03-24 04:50:28.129,1,1.0,False,,False,True,81.721,81.721
803,0 days 01:48:28.670000,SAI,55,0 days 00:01:22.018000,36.0,2.0,,,28.557,18.086,35.375,0 days 01:47:35.180000,0 days 01:47:53.266000,0 days 01:48:28.641000,275.0,306.0,292.0,294.0,False,HARD,20.0,True,Ferrari,0 days 01:47:06.652000,2024-03-24 04:51:49.850,1,1.0,False,,False,True,82.018,82.018
804,0 days 01:49:50.641000,SAI,55,0 days 00:01:21.971000,37.0,2.0,,,28.542,18.047,35.382,0 days 01:48:57.183000,0 days 01:49:15.230000,0 days 01:49:50.612000,281.0,310.0,289.0,301.0,False,HARD,21.0,True,Ferrari,0 days 01:48:28.670000,2024-03-24 04:53:11.868,1,1.0,False,,False,True,81.971,81.971
805,0 days 01:51:12.053000,SAI,55,0 days 00:01:21.412000,38.0,2.0,,,28.38,18.048,34.984,0 days 01:50:18.992000,0 days 01:50:37.040000,0 days 01:51:12.024000,,307.0,291.0,296.0,False,HARD,22.0,True,Ferrari,0 days 01:49:50.641000,2024-03-24 04:54:33.839,1,1.0,False,,False,True,81.412,81.412
806,0 days 01:52:33.607000,SAI,55,0 days 00:01:21.554000,39.0,2.0,,,28.367,18.153,35.034,0 days 01:51:40.391000,0 days 01:51:58.544000,0 days 01:52:33.578000,275.0,301.0,290.0,292.0,False,HARD,23.0,True,Ferrari,0 days 01:51:12.053000,2024-03-24 04:55:55.251,1,1.0,False,,False,True,81.554,81.554
807,0 days 01:53:55.050000,SAI,55,0 days 00:01:21.443000,40.0,2.0,,,28.4,18.024,35.019,0 days 01:53:01.978000,0 days 01:53:20.002000,0 days 01:53:55.021000,,301.0,291.0,,False,HARD,24.0,True,Ferrari,0 days 01:52:33.607000,2024-03-24 04:57:16.805,1,1.0,False,,False,True,81.443,81.443
808,0 days 01:55:30.560000,SAI,55,0 days 00:01:35.510000,41.0,2.0,,0 days 01:55:14.881000,28.241,18.016,49.253,0 days 01:54:23.262000,0 days 01:54:41.278000,0 days 01:55:30.531000,280.0,306.0,,297.0,False,HARD,25.0,True,Ferrari,0 days 01:53:55.050000,2024-03-24 04:58:38.248,1,1.0,False,,False,False,95.51,95.50999999999999
809,0 days 01:56:57.775000,SAI,55,0 days 00:01:27.215000,42.0,3.0,0 days 01:55:32.586000,,33.986,18.315,34.914,0 days 01:56:04.517000,0 days 01:56:22.832000,0 days 01:56:57.746000,268.0,295.0,290.0,235.0,False,HARD,1.0,True,Ferrari,0 days 01:55:30.560000,2024-03-24 05:00:13.758,1,1.0,False,,False,False,87.215,87.215
810,0 days 01:58:18.505000,SAI,55,0 days 00:01:20.730000,43.0,3.0,,,27.993,18.04,34.697,0 days 01:57:25.739000,0 days 01:57:43.779000,0 days 01:58:18.476000,275.0,295.0,290.0,290.0,True,HARD,2.0,True,Ferrari,0 days 01:56:57.775000,2024-03-24 05:01:40.973,1,1.0,False,,False,True,80.73,80.73
811,0 days 01:59:39.272000,SAI,55,0 days 00:01:20.767000,44.0,3.0,,,28.014,18.073,34.68,0 days 01:58:46.490000,0 days 01:59:04.563000,0 days 01:59:39.243000,274.0,295.0,290.0,,False,HARD,3.0,True,Ferrari,0 days 01:58:18.505000,2024-03-24 05:03:01.703,1,1.0,False,,False,True,80.767,80.767
812,0 days 02:00:59.495000,SAI,55,0 days 00:01:20.223000,45.0,3.0,,,27.853,17.961,34.409,0 days 02:00:07.096000,0 days 02:00:25.057000,0 days 02:00:59.466000,276.0,297.0,291.0,292.0,True,HARD,4.0,True,Ferrari,0 days 01:59:39.272000,2024-03-24 05:04:22.470,1,1.0,False,,False,True,80.223,80.223
813,0 days 02:02:19.869000,SAI,55,0 days 00:01:20.374000,46.0,3.0,,,27.945,17.998,34.431,0 days 02:01:27.411000,0 days 02:01:45.409000,0 days 02:02:19.840000,275.0,295.0,291.0,291.0,False,HARD,5.0,True,Ferrari,0 days 02:00:59.495000,2024-03-24 05:05:42.693,1,1.0,False,,False,True,80.374,80.374
814,0 days 02:03:40.072000,SAI,55,0 days 00:01:20.203000,47.0,3.0,,,27.87,17.958,34.375,0 days 02:02:47.710000,0 days 02:03:05.668000,0 days 02:03:40.043000,276.0,297.0,291.0,292.0,True,HARD,6.0,True,Ferrari,0 days 02:02:19.869000,2024-03-24 05:07:03.067,1,1.0,False,,False,True,80.203,80.203
815,0 days 02:05:00.103000,SAI,55,0 days 00:01:20.031000,48.0,3.0,,,27.935,17.884,34.212,0 days 02:04:07.978000,0 days 02:04:25.862000,0 days 02:05:00.074000,277.0,298.0,291.0,,True,HARD,7.0,True,Ferrari,0 days 02:03:40.072000,2024-03-24 05:08:23.270,1,1.0,False,,False,True,80.031,80.031
816,0 days 02:06:20.384000,SAI,55,0 days 00:01:20.281000,49.0,3.0,,,28.046,17.897,34.338,0 days 02:05:28.120000,0 days 02:05:46.017000,0 days 02:06:20.355000,,298.0,292.0,289.0,False,HARD,8.0,True,Ferrari,0 days 02:05:00.103000,2024-03-24 05:09:43.301,1,1.0,False,,False,True,80.281,80.281
817,0 days 02:07:40.834000,SAI,55,0 days 00:01:20.450000,50.0,3.0,,,28.157,17.919,34.374,0 days 02:06:48.512000,0 days 02:07:06.431000,0 days 02:07:40.805000,,298.0,292.0,286.0,False,HARD,9.0,True,Ferrari,0 days 02:06:20.384000,2024-03-24 05:11:03.582,1,1.0,False,,False,True,80.45,80.45
818,0 days 02:09:00.917000,SAI,55,0 days 00:01:20.083000,51.0,3.0,,,27.905,17.821,34.357,0 days 02:08:08.710000,0 days 02:08:26.531000,0 days 02:09:00.888000,279.0,301.0,292.0,292.0,False,HARD,10.0,True,Ferrari,0 days 02:07:40.834000,2024-03-24 05:12:24.032,1,1.0,False,,False,True,80.083,80.083
819,0 days 02:10:21.126000,SAI,55,0 days 00:01:20.209000,52.0,3.0,,,27.963,17.912,34.334,0 days 02:09:28.851000,0 days 02:09:46.763000,0 days 02:10:21.097000,,301.0,292.0,293.0,False,HARD,11.0,True,Ferrari,0 days 02:09:00.917000,2024-03-24 05:13:44.115,1,1.0,False,,False,True,80.209,80.209
820,0 days 02:11:41.741000,SAI,55,0 days 00:01:20.615000,53.0,3.0,,,27.962,17.926,34.727,0 days 02:10:49.059000,0 days 02:11:06.985000,0 days 02:11:41.712000,278.0,305.0,291.0,292.0,False,HARD,12.0,True,Ferrari,0 days 02:10:21.126000,2024-03-24 05:15:04.324,1,1.0,False,,False,True,80.615,80.615
821,0 days 02:13:02.323000,SAI,55,0 days 00:01:20.582000,54.0,3.0,,,28.193,17.922,34.467,0 days 02:12:09.905000,0 days 02:12:27.827000,0 days 02:13:02.294000,,302.0,293.0,297.0,False,HARD,13.0,True,Ferrari,0 days 02:11:41.741000,2024-03-24 05:16:24.939,1,1.0,False,,False,True,80.582,80.582
822,0 days 02:14:23.076000,SAI,55,0 days 00:01:20.753000,55.0,3.0,,,28.132,17.897,34.724,0 days 02:13:30.426000,0 days 02:13:48.323000,0 days 02:14:23.047000,285.0,298.0,291.0,292.0,False,HARD,14.0,True,Ferrari,0 days 02:13:02.323000,2024-03-24 05:17:45.521,1,1.0,False,,False,True,80.753,80.75299999999999
823,0 days 02:15:44.174000,SAI,55,0 days 00:01:21.098000,56.0,3.0,,,28.091,18.0,35.007,0 days 02:14:51.138000,0 days 02:15:09.138000,0 days 02:15:44.145000,276.0,299.0,291.0,,False,HARD,15.0,True,Ferrari,0 days 02:14:23.076000,2024-03-24 05:19:06.274,1,1.0,False,,False,True,81.098,81.098
824,0 days 02:17:05.056000,SAI,55,0 days 00:01:20.882000,57.0,3.0,,,28.011,18.062,34.809,0 days 02:16:12.156000,0 days 02:16:30.218000,0 days 02:17:05.027000,279.0,300.0,292.0,293.0,False,HARD,16.0,True,Ferrari,0 days 02:15:44.174000,2024-03-24 05:20:27.372,1,1.0,False,,False,True,80.882,80.882
825,0 days 02:18:56.419000,SAI,55,0 days 00:01:51.363000,58.0,3.0,,,35.021,33.818,42.524,0 days 02:17:40.048000,0 days 02:18:13.866000,0 days 02:18:56.390000,185.0,272.0,175.0,304.0,False,HARD,17.0,True,Ferrari,0 days 02:17:05.056000,2024-03-24 05:21:48.254,2,1.0,False,,False,True,111.363,111.363
826,0 days 01:00:01.486000,RUS,63,0 days 00:01:31.910000,1.0,1.0,,,,18.46,36.821,,0 days 00:59:24.741000,0 days 01:00:01.524000,275.0,304.0,289.0,235.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:58:29.232000,2024-03-24 04:03:12.430,1,6.0,False,,False,False,91.91,
827,0 days 01:01:24.833000,RUS,63,0 days 00:01:23.347000,2.0,1.0,,,29.07,18.099,36.178,0 days 01:00:30.495000,0 days 01:00:48.594000,0 days 01:01:24.772000,273.0,320.0,301.0,300.0,True,MEDIUM,2.0,True,Mercedes,0 days 01:00:01.486000,2024-03-24 04:04:44.684,1,6.0,False,,False,True,83.347,83.347
828,0 days 01:02:47.870000,RUS,63,0 days 00:01:23.037000,3.0,1.0,,,28.745,18.137,36.155,0 days 01:01:53.517000,0 days 01:02:11.654000,0 days 01:02:47.809000,274.0,316.0,292.0,308.0,True,MEDIUM,3.0,True,Mercedes,0 days 01:01:24.833000,2024-03-24 04:06:08.031,1,6.0,False,,False,True,83.037,83.037
829,0 days 01:04:11.441000,RUS,63,0 days 00:01:23.571000,4.0,1.0,,,28.894,18.318,36.359,0 days 01:03:16.703000,0 days 01:03:35.021000,0 days 01:04:11.380000,270.0,304.0,289.0,293.0,False,MEDIUM,4.0,True,Mercedes,0 days 01:02:47.870000,2024-03-24 04:07:31.068,1,5.0,False,,False,True,83.571,83.571
830,0 days 01:05:34.613000,RUS,63,0 days 00:01:23.172000,5.0,1.0,,,28.763,18.297,36.112,0 days 01:04:40.143000,0 days 01:04:58.440000,0 days 01:05:34.552000,275.0,307.0,290.0,291.0,False,MEDIUM,5.0,True,Mercedes,0 days 01:04:11.441000,2024-03-24 04:08:54.639,1,5.0,False,,False,True,83.172,83.172
831,0 days 01:06:57.732000,RUS,63,0 days 00:01:23.119000,6.0,1.0,,,28.725,18.354,36.04,0 days 01:06:03.277000,0 days 01:06:21.631000,0 days 01:06:57.671000,271.0,296.0,290.0,299.0,False,MEDIUM,6.0,True,Mercedes,0 days 01:05:34.613000,2024-03-24 04:10:17.811,1,5.0,False,,False,True,83.119,83.119
832,0 days 01:08:20.496000,RUS,63,0 days 00:01:22.764000,7.0,1.0,,,28.797,18.279,35.688,0 days 01:07:26.468000,0 days 01:07:44.747000,0 days 01:08:20.435000,279.0,299.0,290.0,293.0,True,MEDIUM,7.0,True,Mercedes,0 days 01:06:57.732000,2024-03-24 04:11:40.930,1,5.0,False,,False,True,82.764,82.76400000000001
833,0 days 01:09:57.416000,RUS,63,0 days 00:01:36.920000,8.0,1.0,,0 days 01:09:41.471000,28.679,18.251,49.99,0 days 01:08:49.114000,0 days 01:09:07.365000,0 days 01:09:57.355000,277.0,306.0,,304.0,False,MEDIUM,8.0,True,Mercedes,0 days 01:08:20.496000,2024-03-24 04:13:03.694,1,11.0,False,,False,False,96.92,96.92
834,0 days 01:11:25.747000,RUS,63,0 days 00:01:28.331000,9.0,2.0,0 days 01:09:59.414000,,34.115,18.468,35.748,0 days 01:10:31.470000,0 days 01:10:49.938000,0 days 01:11:25.686000,270.0,298.0,289.0,230.0,False,HARD,1.0,True,Mercedes,0 days 01:09:57.416000,2024-03-24 04:14:40.614,1,10.0,False,,False,False,88.331,88.33099999999999
835,0 days 01:12:48.484000,RUS,63,0 days 00:01:22.737000,10.0,2.0,,,28.814,18.308,35.615,0 days 01:11:54.500000,0 days 01:12:12.808000,0 days 01:12:48.423000,267.0,296.0,290.0,295.0,True,HARD,2.0,True,Mercedes,0 days 01:11:25.747000,2024-03-24 04:16:08.945,1,9.0,False,,False,True,82.737,82.737
836,0 days 01:14:11.200000,RUS,63,0 days 00:01:22.716000,11.0,2.0,,,28.731,18.303,35.682,0 days 01:13:17.154000,0 days 01:13:35.457000,0 days 01:14:11.139000,269.0,299.0,293.0,294.0,True,HARD,3.0,True,Mercedes,0 days 01:12:48.484000,2024-03-24 04:17:31.682,1,9.0,False,,False,True,82.716,82.71600000000001
837,0 days 01:15:34.222000,RUS,63,0 days 00:01:23.022000,12.0,2.0,,,28.851,18.243,35.928,0 days 01:14:39.990000,0 days 01:14:58.233000,0 days 01:15:34.161000,,300.0,291.0,301.0,False,HARD,4.0,True,Mercedes,0 days 01:14:11.200000,2024-03-24 04:18:54.398,1,9.0,False,,False,True,83.022,83.02199999999999
838,0 days 01:16:57.660000,RUS,63,0 days 00:01:23.438000,13.0,2.0,,,28.946,18.222,36.27,0 days 01:16:03.107000,0 days 01:16:21.329000,0 days 01:16:57.599000,,303.0,292.0,298.0,False,HARD,5.0,True,Mercedes,0 days 01:15:34.222000,2024-03-24 04:20:17.420,1,9.0,False,,False,True,83.438,83.43800000000002
839,0 days 01:18:21.050000,RUS,63,0 days 00:01:23.390000,14.0,2.0,,,29.168,17.923,36.299,0 days 01:17:26.767000,0 days 01:17:44.690000,0 days 01:18:20.989000,280.0,321.0,303.0,299.0,False,HARD,6.0,True,Mercedes,0 days 01:16:57.660000,2024-03-24 04:21:40.858,1,9.0,False,,False,True,83.39,83.38999999999999
840,0 days 01:19:45.136000,RUS,63,0 days 00:01:24.086000,15.0,2.0,,,29.392,18.14,36.554,0 days 01:18:50.381000,0 days 01:19:08.521000,0 days 01:19:45.075000,278.0,327.0,303.0,302.0,False,HARD,7.0,True,Mercedes,0 days 01:18:21.050000,2024-03-24 04:23:04.248,1,8.0,False,,False,True,84.086,84.086
841,0 days 01:21:08.502000,RUS,63,0 days 00:01:23.366000,16.0,2.0,,,28.959,17.999,36.408,0 days 01:20:14.034000,0 days 01:20:32.033000,0 days 01:21:08.441000,279.0,320.0,301.0,295.0,False,HARD,8.0,True,Mercedes,0 days 01:19:45.136000,2024-03-24 04:24:28.334,1,7.0,False,,False,True,83.366,83.366
842,0 days 01:22:49.987000,RUS,63,0 days 00:01:41.485000,17.0,2.0,,,28.891,25.542,47.052,0 days 01:21:37.332000,0 days 01:22:02.874000,0 days 01:22:49.926000,273.0,126.0,197.0,300.0,False,HARD,9.0,True,Mercedes,0 days 01:21:08.502000,2024-03-24 04:25:51.700,267,6.0,False,,False,False,101.485,101.485
843,0 days 01:24:17.153000,RUS,63,0 days 00:01:27.166000,18.0,2.0,,,33.098,18.27,35.798,0 days 01:23:23.024000,0 days 01:23:41.294000,0 days 01:24:17.092000,277.0,297.0,289.0,209.0,False,HARD,10.0,True,Mercedes,0 days 01:22:49.987000,2024-03-24 04:27:33.185,7,6.0,False,,False,False,87.166,87.166
844,0 days 01:25:39.553000,RUS,63,0 days 00:01:22.400000,19.0,2.0,,,28.473,18.213,35.714,0 days 01:24:45.565000,0 days 01:25:03.778000,0 days 01:25:39.492000,276.0,304.0,289.0,304.0,True,HARD,11.0,True,Mercedes,0 days 01:24:17.153000,2024-03-24 04:29:00.351,1,6.0,False,,False,True,82.4,82.4
845,0 days 01:27:01.987000,RUS,63,0 days 00:01:22.434000,20.0,2.0,,,28.564,18.253,35.617,0 days 01:26:08.056000,0 days 01:26:26.309000,0 days 01:27:01.926000,,303.0,289.0,298.0,False,HARD,12.0,True,Mercedes,0 days 01:25:39.553000,2024-03-24 04:30:22.751,1,6.0,False,,False,True,82.434,82.434
846,0 days 01:28:25.416000,RUS,63,0 days 00:01:23.429000,21.0,2.0,,,28.421,18.16,36.848,0 days 01:27:30.347000,0 days 01:27:48.507000,0 days 01:28:25.355000,,305.0,300.0,296.0,False,HARD,13.0,True,Mercedes,0 days 01:27:01.987000,2024-03-24 04:31:45.185,1,7.0,False,,False,True,83.429,83.429
847,0 days 01:29:48.254000,RUS,63,0 days 00:01:22.838000,22.0,2.0,,,28.819,18.206,35.813,0 days 01:28:54.174000,0 days 01:29:12.380000,0 days 01:29:48.193000,278.0,304.0,290.0,307.0,False,HARD,14.0,True,Mercedes,0 days 01:28:25.416000,2024-03-24 04:33:08.614,1,7.0,False,,False,True,82.838,82.838
848,0 days 01:31:11.266000,RUS,63,0 days 00:01:23.012000,23.0,2.0,,,28.852,18.2,35.96,0 days 01:30:17.045000,0 days 01:30:35.245000,0 days 01:31:11.205000,276.0,307.0,289.0,296.0,False,HARD,15.0,True,Mercedes,0 days 01:29:48.254000,2024-03-24 04:34:31.452,1,7.0,False,,False,True,83.012,83.012
849,0 days 01:32:34.208000,RUS,63,0 days 00:01:22.942000,24.0,2.0,,,28.776,18.226,35.94,0 days 01:31:39.981000,0 days 01:31:58.207000,0 days 01:32:34.147000,277.0,306.0,289.0,298.0,False,HARD,16.0,True,Mercedes,0 days 01:31:11.266000,2024-03-24 04:35:54.464,1,7.0,False,,False,True,82.942,82.942
850,0 days 01:33:56.911000,RUS,63,0 days 00:01:22.703000,25.0,2.0,,,28.6,18.194,35.909,0 days 01:33:02.747000,0 days 01:33:20.941000,0 days 01:33:56.850000,275.0,304.0,289.0,,False,HARD,17.0,True,Mercedes,0 days 01:32:34.208000,2024-03-24 04:37:17.406,1,7.0,False,,False,True,82.703,82.703
851,0 days 01:35:19.796000,RUS,63,0 days 00:01:22.885000,26.0,2.0,,,28.744,18.305,35.836,0 days 01:34:25.594000,0 days 01:34:43.899000,0 days 01:35:19.735000,274.0,300.0,290.0,297.0,False,HARD,18.0,True,Mercedes,0 days 01:33:56.911000,2024-03-24 04:38:40.109,1,7.0,False,,False,True,82.885,82.88499999999999
852,0 days 01:36:42.934000,RUS,63,0 days 00:01:23.138000,27.0,2.0,,,28.879,18.293,35.966,0 days 01:35:48.614000,0 days 01:36:06.907000,0 days 01:36:42.873000,,301.0,289.0,299.0,False,HARD,19.0,True,Mercedes,0 days 01:35:19.796000,2024-03-24 04:40:02.994,1,7.0,False,,False,True,83.138,83.138
853,0 days 01:38:06.030000,RUS,63,0 days 00:01:23.096000,28.0,2.0,,,28.885,18.342,35.869,0 days 01:37:11.758000,0 days 01:37:30.100000,0 days 01:38:05.969000,276.0,301.0,290.0,298.0,False,HARD,20.0,True,Mercedes,0 days 01:36:42.934000,2024-03-24 04:41:26.132,1,7.0,False,,False,True,83.096,83.096
854,0 days 01:39:28.693000,RUS,63,0 days 00:01:22.663000,29.0,2.0,,,28.822,18.238,35.603,0 days 01:38:34.791000,0 days 01:38:53.029000,0 days 01:39:28.632000,277.0,302.0,289.0,297.0,False,HARD,21.0,True,Mercedes,0 days 01:38:06.030000,2024-03-24 04:42:49.228,1,7.0,False,,False,True,82.663,82.66300000000001
855,0 days 01:40:51.356000,RUS,63,0 days 00:01:22.663000,30.0,2.0,,,28.614,18.224,35.825,0 days 01:39:57.246000,0 days 01:40:15.470000,0 days 01:40:51.295000,274.0,298.0,289.0,292.0,False,HARD,22.0,True,Mercedes,0 days 01:39:28.693000,2024-03-24 04:44:11.891,1,7.0,False,,False,True,82.663,82.66300000000001
856,0 days 01:42:13.871000,RUS,63,0 days 00:01:22.515000,31.0,2.0,,,28.718,18.249,35.548,0 days 01:41:20.013000,0 days 01:41:38.262000,0 days 01:42:13.810000,276.0,300.0,290.0,303.0,False,HARD,23.0,True,Mercedes,0 days 01:40:51.356000,2024-03-24 04:45:34.554,1,7.0,False,,False,True,82.515,82.515
857,0 days 01:43:36.581000,RUS,63,0 days 00:01:22.710000,32.0,2.0,,,28.773,18.307,35.63,0 days 01:42:42.583000,0 days 01:43:00.890000,0 days 01:43:36.520000,274.0,297.0,289.0,298.0,False,HARD,24.0,True,Mercedes,0 days 01:42:13.871000,2024-03-24 04:46:57.069,1,7.0,False,,False,True,82.71,82.71000000000001
858,0 days 01:44:59.042000,RUS,63,0 days 00:01:22.461000,33.0,2.0,,,28.591,18.249,35.621,0 days 01:44:05.111000,0 days 01:44:23.360000,0 days 01:44:58.981000,276.0,298.0,289.0,296.0,False,HARD,25.0,True,Mercedes,0 days 01:43:36.581000,2024-03-24 04:48:19.779,1,7.0,False,,False,True,82.461,82.46100000000001
859,0 days 01:46:21.395000,RUS,63,0 days 00:01:22.353000,34.0,2.0,,,28.601,18.21,35.542,0 days 01:45:27.582000,0 days 01:45:45.792000,0 days 01:46:21.334000,277.0,300.0,290.0,297.0,True,HARD,26.0,True,Mercedes,0 days 01:44:59.042000,2024-03-24 04:49:42.240,1,7.0,False,,False,True,82.353,82.35300000000001
860,0 days 01:47:43.986000,RUS,63,0 days 00:01:22.591000,35.0,2.0,,,28.764,18.197,35.63,0 days 01:46:50.098000,0 days 01:47:08.295000,0 days 01:47:43.925000,275.0,299.0,290.0,,False,HARD,27.0,True,Mercedes,0 days 01:46:21.395000,2024-03-24 04:51:04.593,1,6.0,False,,False,True,82.591,82.59100000000001
861,0 days 01:49:06.523000,RUS,63,0 days 00:01:22.537000,36.0,2.0,,,28.607,18.165,35.765,0 days 01:48:12.532000,0 days 01:48:30.697000,0 days 01:49:06.462000,274.0,301.0,289.0,301.0,False,HARD,28.0,True,Mercedes,0 days 01:47:43.986000,2024-03-24 04:52:27.184,1,6.0,False,,False,True,82.537,82.537
862,0 days 01:50:28.931000,RUS,63,0 days 00:01:22.408000,37.0,2.0,,,28.51,18.147,35.751,0 days 01:49:34.972000,0 days 01:49:53.119000,0 days 01:50:28.870000,277.0,303.0,290.0,298.0,False,HARD,29.0,True,Mercedes,0 days 01:49:06.523000,2024-03-24 04:53:49.721,1,6.0,False,,False,True,82.408,82.40799999999999
863,0 days 01:51:51.106000,RUS,63,0 days 00:01:22.175000,38.0,2.0,,,28.493,18.082,35.6,0 days 01:50:57.363000,0 days 01:51:15.445000,0 days 01:51:51.045000,,304.0,290.0,,True,HARD,30.0,True,Mercedes,0 days 01:50:28.931000,2024-03-24 04:55:12.129,1,6.0,False,,False,True,82.175,82.17500000000001
864,0 days 01:53:13.273000,RUS,63,0 days 00:01:22.167000,39.0,2.0,,,28.472,18.104,35.591,0 days 01:52:19.517000,0 days 01:52:37.621000,0 days 01:53:13.212000,,304.0,291.0,297.0,True,HARD,31.0,True,Mercedes,0 days 01:51:51.106000,2024-03-24 04:56:34.304,1,6.0,False,,False,True,82.167,82.167
865,0 days 01:54:35.746000,RUS,63,0 days 00:01:22.473000,40.0,2.0,,,28.756,18.009,35.708,0 days 01:53:41.968000,0 days 01:53:59.977000,0 days 01:54:35.685000,,308.0,290.0,306.0,False,HARD,32.0,True,Mercedes,0 days 01:53:13.273000,2024-03-24 04:57:56.471,1,6.0,False,,False,True,82.473,82.473
866,0 days 01:55:58.065000,RUS,63,0 days 00:01:22.319000,41.0,2.0,,,28.561,17.981,35.777,0 days 01:55:04.246000,0 days 01:55:22.227000,0 days 01:55:58.004000,275.0,304.0,291.0,301.0,False,HARD,33.0,True,Mercedes,0 days 01:54:35.746000,2024-03-24 04:59:18.944,1,5.0,False,,False,True,82.319,82.319
867,0 days 01:57:20.322000,RUS,63,0 days 00:01:22.257000,42.0,2.0,,,28.651,18.023,35.583,0 days 01:56:26.655000,0 days 01:56:44.678000,0 days 01:57:20.261000,278.0,305.0,290.0,293.0,False,HARD,34.0,True,Mercedes,0 days 01:55:58.065000,2024-03-24 05:00:41.263,1,5.0,False,,False,True,82.257,82.257
868,0 days 01:58:42.433000,RUS,63,0 days 00:01:22.111000,43.0,2.0,,,28.479,18.027,35.605,0 days 01:57:48.740000,0 days 01:58:06.767000,0 days 01:58:42.372000,,303.0,290.0,298.0,True,HARD,35.0,True,Mercedes,0 days 01:57:20.322000,2024-03-24 05:02:03.520,1,5.0,False,,False,True,82.111,82.11099999999999
869,0 days 02:00:04.530000,RUS,63,0 days 00:01:22.097000,44.0,2.0,,,28.459,18.06,35.578,0 days 01:59:10.831000,0 days 01:59:28.891000,0 days 02:00:04.469000,,301.0,289.0,299.0,True,HARD,36.0,True,Mercedes,0 days 01:58:42.433000,2024-03-24 05:03:25.631,1,5.0,False,,False,True,82.097,82.09700000000001
870,0 days 02:01:40.873000,RUS,63,0 days 00:01:36.343000,45.0,2.0,,0 days 02:01:25.030000,28.436,18.042,49.865,0 days 02:00:32.905000,0 days 02:00:50.947000,0 days 02:01:40.812000,,302.0,,298.0,False,HARD,37.0,True,Mercedes,0 days 02:00:04.530000,2024-03-24 05:04:47.728,1,6.0,False,,False,False,96.343,96.343
871,0 days 02:03:07.307000,RUS,63,0 days 00:01:26.434000,46.0,3.0,0 days 02:01:42.825000,,33.556,17.996,34.882,0 days 02:02:14.368000,0 days 02:02:32.364000,0 days 02:03:07.246000,276.0,299.0,293.0,234.0,False,HARD,1.0,True,Mercedes,0 days 02:01:40.873000,2024-03-24 05:06:24.071,1,7.0,False,,False,False,86.434,86.434
872,0 days 02:04:27.633000,RUS,63,0 days 00:01:20.326000,47.0,3.0,,,27.721,17.919,34.686,0 days 02:03:34.967000,0 days 02:03:52.886000,0 days 02:04:27.572000,278.0,301.0,293.0,302.0,True,HARD,2.0,True,Mercedes,0 days 02:03:07.307000,2024-03-24 05:07:50.505,1,7.0,False,,False,True,80.326,80.326
873,0 days 02:05:48.372000,RUS,63,0 days 00:01:20.739000,48.0,3.0,,,27.983,17.916,34.84,0 days 02:04:55.555000,0 days 02:05:13.471000,0 days 02:05:48.311000,,302.0,293.0,295.0,False,HARD,3.0,True,Mercedes,0 days 02:04:27.633000,2024-03-24 05:09:10.831,1,7.0,False,,False,True,80.739,80.739
874,0 days 02:07:09.180000,RUS,63,0 days 00:01:20.808000,49.0,3.0,,,27.856,17.993,34.959,0 days 02:06:16.167000,0 days 02:06:34.160000,0 days 02:07:09.119000,282.0,305.0,294.0,301.0,False,HARD,4.0,True,Mercedes,0 days 02:05:48.372000,2024-03-24 05:10:31.570,1,7.0,False,,False,True,80.808,80.808
875,0 days 02:08:30.162000,RUS,63,0 days 00:01:20.982000,50.0,3.0,,,28.097,17.951,34.934,0 days 02:07:37.216000,0 days 02:07:55.167000,0 days 02:08:30.101000,278.0,297.0,294.0,308.0,False,HARD,5.0,True,Mercedes,0 days 02:07:09.180000,2024-03-24 05:11:52.378,1,7.0,False,,False,True,80.982,80.982
876,0 days 02:09:50.857000,RUS,63,0 days 00:01:20.695000,51.0,3.0,,,27.913,17.919,34.863,0 days 02:08:58.014000,0 days 02:09:15.933000,0 days 02:09:50.796000,282.0,306.0,294.0,295.0,False,HARD,6.0,True,Mercedes,0 days 02:08:30.162000,2024-03-24 05:13:13.360,1,7.0,False,,False,True,80.695,80.695
