,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
518,0 days 02:14:52.242000,ZHO,24,0 days 00:01:22.067000,54.0,3.0,,,28.629,18.202,35.236,0 days 02:13:58.762000,0 days 02:14:16.964000,0 days 02:14:52.200000,,298.0,291.0,292.0,False,HARD,19.0,True,Kick Sauber,0 days 02:13:30.175000,2024-03-24 05:18:13.373,1,16.0,False,,False,True,82.067,82.06700000000001
519,0 days 02:16:14.040000,ZHO,24,0 days 00:01:21.798000,55.0,3.0,,,28.526,18.117,35.155,0 days 02:15:20.726000,0 days 02:15:38.843000,0 days 02:16:13.998000,278.0,300.0,290.0,291.0,False,HARD,20.0,True,Kick Sauber,0 days 02:14:52.242000,2024-03-24 05:19:35.440,1,16.0,False,,False,True,81.798,81.798
520,0 days 02:17:42.098000,ZHO,24,0 days 00:01:28.058000,56.0,3.0,,,28.458,18.136,41.464,0 days 02:16:42.456000,0 days 02:17:00.592000,0 days 02:17:42.056000,,301.0,206.0,293.0,False,HARD,21.0,True,Kick Sauber,0 days 02:16:14.040000,2024-03-24 05:20:57.238,2,16.0,False,,False,True,88.058,88.05799999999999
521,0 days 02:19:40.712000,ZHO,24,0 days 00:01:58.614000,57.0,3.0,,,42.168,38.981,37.465,0 days 02:18:24.224000,0 days 02:19:03.205000,0 days 02:19:40.670000,113.0,273.0,285.0,211.0,False,HARD,22.0,True,Kick Sauber,0 days 02:17:42.098000,2024-03-24 05:22:25.296,6,15.0,False,,False,False,118.614,118.614
522,0 days 01:00:06.496000,HUL,27,0 days 00:01:36.920000,1.0,1.0,,,,18.759,38.473,,0 days 00:59:28.056000,0 days 01:00:06.626000,265.0,314.0,291.0,245.0,False,HARD,1.0,True,Haas F1 Team,0 days 00:58:29.232000,2024-03-24 04:03:12.430,1,16.0,False,,False,False,96.92,
523,0 days 01:01:31.203000,HUL,27,0 days 00:01:24.707000,2.0,1.0,,,29.987,17.967,36.753,0 days 01:00:36.460000,0 days 01:00:54.427000,0 days 01:01:31.180000,269.0,330.0,304.0,290.0,True,HARD,2.0,True,Haas F1 Team,0 days 01:00:06.496000,2024-03-24 04:04:49.694,1,16.0,False,,False,True,84.707,84.707
524,0 days 01:02:54.779000,HUL,27,0 days 00:01:23.576000,3.0,1.0,,,29.211,17.961,36.404,0 days 01:02:00.391000,0 days 01:02:18.352000,0 days 01:02:54.756000,272.0,327.0,306.0,307.0,True,HARD,3.0,True,Haas F1 Team,0 days 01:01:31.203000,2024-03-24 04:06:14.401,1,16.0,False,,False,True,83.576,83.576
525,0 days 01:04:18.510000,HUL,27,0 days 00:01:23.731000,4.0,1.0,,,29.279,17.896,36.556,0 days 01:03:24.035000,0 days 01:03:41.931000,0 days 01:04:18.487000,,329.0,304.0,299.0,False,HARD,4.0,True,Haas F1 Team,0 days 01:02:54.779000,2024-03-24 04:07:37.977,1,15.0,False,,False,True,83.731,83.731
526,0 days 01:05:42.975000,HUL,27,0 days 00:01:24.465000,5.0,1.0,,,29.917,18.222,36.326,0 days 01:04:48.404000,0 days 01:05:06.626000,0 days 01:05:42.952000,,317.0,294.0,313.0,False,HARD,5.0,True,Haas F1 Team,0 days 01:04:18.510000,2024-03-24 04:09:01.708,1,15.0,False,,False,True,84.465,84.465
527,0 days 01:07:06.722000,HUL,27,0 days 00:01:23.747000,6.0,1.0,,,29.454,18.156,36.137,0 days 01:06:12.406000,0 days 01:06:30.562000,0 days 01:07:06.699000,273.0,311.0,294.0,303.0,False,HARD,6.0,True,Haas F1 Team,0 days 01:05:42.975000,2024-03-24 04:10:26.173,1,14.0,False,,False,True,83.747,83.747
528,0 days 01:08:30.590000,HUL,27,0 days 00:01:23.868000,7.0,1.0,,,29.24,18.255,36.373,0 days 01:07:35.939000,0 days 01:07:54.194000,0 days 01:08:30.567000,272.0,308.0,292.0,,False,HARD,7.0,True,Haas F1 Team,0 days 01:07:06.722000,2024-03-24 04:11:49.920,1,12.0,False,,False,True,83.868,83.868
529,0 days 01:09:54.428000,HUL,27,0 days 00:01:23.838000,8.0,1.0,,,29.28,18.187,36.371,0 days 01:08:59.847000,0 days 01:09:18.034000,0 days 01:09:54.405000,274.0,306.0,291.0,300.0,False,HARD,8.0,True,Haas F1 Team,0 days 01:08:30.590000,2024-03-24 04:13:13.788,1,9.0,False,,False,True,83.838,83.838
530,0 days 01:11:18.284000,HUL,27,0 days 00:01:23.856000,9.0,1.0,,,29.292,18.189,36.375,0 days 01:10:23.697000,0 days 01:10:41.886000,0 days 01:11:18.261000,275.0,305.0,290.0,297.0,False,HARD,9.0,True,Haas F1 Team,0 days 01:09:54.428000,2024-03-24 04:14:37.626,1,7.0,False,,False,True,83.856,83.856
531,0 days 01:12:42.061000,HUL,27,0 days 00:01:23.777000,10.0,1.0,,,29.195,18.304,36.278,0 days 01:11:47.456000,0 days 01:12:05.760000,0 days 01:12:42.038000,274.0,304.0,290.0,298.0,False,HARD,10.0,True,Haas F1 Team,0 days 01:11:18.284000,2024-03-24 04:16:01.482,1,5.0,False,,False,True,83.777,83.77699999999999
532,0 days 01:14:07.131000,HUL,27,0 days 00:01:25.070000,11.0,1.0,,,29.3,18.421,37.349,0 days 01:13:11.338000,0 days 01:13:29.759000,0 days 01:14:07.108000,273.0,300.0,301.0,295.0,False,HARD,11.0,True,Haas F1 Team,0 days 01:12:42.061000,2024-03-24 04:17:25.259,1,6.0,False,,False,True,85.07,85.07
533,0 days 01:15:31.955000,HUL,27,0 days 00:01:24.824000,12.0,1.0,,,30.309,18.181,36.334,0 days 01:14:37.417000,0 days 01:14:55.598000,0 days 01:15:31.932000,272.0,309.0,291.0,275.0,False,HARD,12.0,True,Haas F1 Team,0 days 01:14:07.131000,2024-03-24 04:18:50.329,1,7.0,False,,False,True,84.824,84.82400000000001
534,0 days 01:16:55.908000,HUL,27,0 days 00:01:23.953000,13.0,1.0,,,29.327,18.202,36.424,0 days 01:16:01.259000,0 days 01:16:19.461000,0 days 01:16:55.885000,273.0,307.0,290.0,300.0,False,HARD,13.0,True,Haas F1 Team,0 days 01:15:31.955000,2024-03-24 04:20:15.153,1,7.0,False,,False,True,83.953,83.953
535,0 days 01:18:19.873000,HUL,27,0 days 00:01:23.965000,14.0,1.0,,,29.364,18.238,36.363,0 days 01:17:25.249000,0 days 01:17:43.487000,0 days 01:18:19.850000,,304.0,289.0,297.0,False,HARD,14.0,True,Haas F1 Team,0 days 01:16:55.908000,2024-03-24 04:21:39.106,1,7.0,False,,False,True,83.965,83.965
536,0 days 01:19:44.154000,HUL,27,0 days 00:01:24.281000,15.0,1.0,,,29.486,18.313,36.482,0 days 01:18:49.336000,0 days 01:19:07.649000,0 days 01:19:44.131000,,304.0,289.0,296.0,False,HARD,15.0,True,Haas F1 Team,0 days 01:18:19.873000,2024-03-24 04:23:03.071,1,6.0,False,,False,True,84.281,84.281
537,0 days 01:21:08.179000,HUL,27,0 days 00:01:24.025000,16.0,1.0,,,29.386,18.222,36.417,0 days 01:20:13.517000,0 days 01:20:31.739000,0 days 01:21:08.156000,,304.0,289.0,297.0,False,HARD,16.0,True,Haas F1 Team,0 days 01:19:44.154000,2024-03-24 04:24:27.352,1,6.0,False,,False,True,84.025,84.025
538,0 days 01:23:02.677000,HUL,27,0 days 00:01:54.498000,17.0,1.0,,0 days 01:22:46.485000,29.922,25.453,59.123,0 days 01:21:38.078000,0 days 01:22:03.531000,0 days 01:23:02.654000,274.0,177.0,,306.0,False,HARD,17.0,True,Haas F1 Team,0 days 01:21:08.179000,2024-03-24 04:25:51.377,267,11.0,False,,False,False,114.498,114.49799999999999
539,0 days 01:24:30.631000,HUL,27,0 days 00:01:27.954000,18.0,2.0,0 days 01:23:04.703000,,34.027,18.275,35.652,0 days 01:23:36.681000,0 days 01:23:54.956000,0 days 01:24:30.608000,272.0,304.0,291.0,220.0,False,MEDIUM,1.0,True,Haas F1 Team,0 days 01:23:02.677000,2024-03-24 04:27:45.875,1,12.0,False,,False,False,87.954,87.95400000000001
540,0 days 01:25:52.878000,HUL,27,0 days 00:01:22.247000,19.0,2.0,,,28.72,18.125,35.402,0 days 01:24:59.328000,0 days 01:25:17.453000,0 days 01:25:52.855000,275.0,304.0,291.0,297.0,True,MEDIUM,2.0,True,Haas F1 Team,0 days 01:24:30.631000,2024-03-24 04:29:13.829,1,12.0,False,,False,True,82.247,82.247
541,0 days 01:27:15.284000,HUL,27,0 days 00:01:22.406000,20.0,2.0,,,28.781,18.139,35.486,0 days 01:26:21.636000,0 days 01:26:39.775000,0 days 01:27:15.261000,,304.0,292.0,293.0,False,MEDIUM,3.0,True,Haas F1 Team,0 days 01:25:52.878000,2024-03-24 04:30:36.076,1,12.0,False,,False,True,82.406,82.406
542,0 days 01:28:37.763000,HUL,27,0 days 00:01:22.479000,21.0,2.0,,,28.71,18.167,35.602,0 days 01:27:43.971000,0 days 01:28:02.138000,0 days 01:28:37.740000,272.0,305.0,292.0,298.0,False,MEDIUM,4.0,True,Haas F1 Team,0 days 01:27:15.284000,2024-03-24 04:31:58.482,1,12.0,False,,False,True,82.479,82.479
543,0 days 01:30:00.202000,HUL,27,0 days 00:01:22.439000,22.0,2.0,,,28.793,18.007,35.639,0 days 01:29:06.533000,0 days 01:29:24.540000,0 days 01:30:00.179000,276.0,307.0,292.0,299.0,False,MEDIUM,5.0,True,Haas F1 Team,0 days 01:28:37.763000,2024-03-24 04:33:20.961,1,12.0,False,,False,True,82.439,82.439
544,0 days 01:31:22.354000,HUL,27,0 days 00:01:22.152000,23.0,2.0,,,28.841,17.743,35.568,0 days 01:30:29.020000,0 days 01:30:46.763000,0 days 01:31:22.331000,275.0,326.0,292.0,300.0,True,MEDIUM,6.0,True,Haas F1 Team,0 days 01:30:00.202000,2024-03-24 04:34:43.400,1,11.0,False,,False,True,82.152,82.152
545,0 days 01:32:44.882000,HUL,27,0 days 00:01:22.528000,24.0,2.0,,,28.812,18.025,35.691,0 days 01:31:51.143000,0 days 01:32:09.168000,0 days 01:32:44.859000,276.0,308.0,292.0,299.0,False,MEDIUM,7.0,True,Haas F1 Team,0 days 01:31:22.354000,2024-03-24 04:36:05.552,1,11.0,False,,False,True,82.528,82.528
546,0 days 01:34:07.856000,HUL,27,0 days 00:01:22.974000,25.0,2.0,,,29.021,17.804,36.149,0 days 01:33:13.880000,0 days 01:33:31.684000,0 days 01:34:07.833000,,325.0,304.0,,False,MEDIUM,8.0,True,Haas F1 Team,0 days 01:32:44.882000,2024-03-24 04:37:28.080,1,11.0,False,,False,True,82.974,82.974
547,0 days 01:35:31.549000,HUL,27,0 days 00:01:23.693000,26.0,2.0,,,29.534,17.873,36.286,0 days 01:34:37.367000,0 days 01:34:55.240000,0 days 01:35:31.526000,273.0,322.0,303.0,280.0,False,MEDIUM,9.0,True,Haas F1 Team,0 days 01:34:07.856000,2024-03-24 04:38:51.054,1,11.0,False,,False,True,83.693,83.693
548,0 days 01:36:54.934000,HUL,27,0 days 00:01:23.385000,27.0,2.0,,,29.38,17.87,36.135,0 days 01:36:00.906000,0 days 01:36:18.776000,0 days 01:36:54.911000,274.0,323.0,301.0,311.0,False,MEDIUM,10.0,True,Haas F1 Team,0 days 01:35:31.549000,2024-03-24 04:40:14.747,1,10.0,False,,False,True,83.385,83.38499999999999
549,0 days 01:38:18.272000,HUL,27,0 days 00:01:23.338000,28.0,2.0,,,29.038,18.292,36.008,0 days 01:37:23.949000,0 days 01:37:42.241000,0 days 01:38:18.249000,273.0,300.0,290.0,,False,MEDIUM,11.0,True,Haas F1 Team,0 days 01:36:54.934000,2024-03-24 04:41:38.132,1,10.0,False,,False,True,83.338,83.338
550,0 days 01:39:41.439000,HUL,27,0 days 00:01:23.167000,29.0,2.0,,,29.023,18.157,35.987,0 days 01:38:47.272000,0 days 01:39:05.429000,0 days 01:39:41.416000,276.0,303.0,290.0,297.0,False,MEDIUM,12.0,True,Haas F1 Team,0 days 01:38:18.272000,2024-03-24 04:43:01.470,1,10.0,False,,False,True,83.167,83.167
551,0 days 01:41:04.738000,HUL,27,0 days 00:01:23.299000,30.0,2.0,,,29.128,18.18,35.991,0 days 01:40:10.544000,0 days 01:40:28.724000,0 days 01:41:04.715000,,304.0,290.0,,False,MEDIUM,13.0,True,Haas F1 Team,0 days 01:39:41.439000,2024-03-24 04:44:24.637,1,10.0,False,,False,True,83.299,83.299
552,0 days 01:42:27.877000,HUL,27,0 days 00:01:23.139000,31.0,2.0,,,29.15,18.189,35.8,0 days 01:41:33.865000,0 days 01:41:52.054000,0 days 01:42:27.854000,,302.0,291.0,295.0,False,MEDIUM,14.0,True,Haas F1 Team,0 days 01:41:04.738000,2024-03-24 04:45:47.936,1,10.0,False,,False,True,83.139,83.139
553,0 days 01:43:50.769000,HUL,27,0 days 00:01:22.892000,32.0,2.0,,,29.055,18.114,35.723,0 days 01:42:56.909000,0 days 01:43:15.023000,0 days 01:43:50.746000,278.0,304.0,291.0,298.0,False,MEDIUM,15.0,True,Haas F1 Team,0 days 01:42:27.877000,2024-03-24 04:47:11.075,1,10.0,False,,False,True,82.892,82.892
554,0 days 01:45:13.679000,HUL,27,0 days 00:01:22.910000,33.0,2.0,,,29.039,18.152,35.719,0 days 01:44:19.785000,0 days 01:44:37.937000,0 days 01:45:13.656000,277.0,303.0,291.0,297.0,False,MEDIUM,16.0,True,Haas F1 Team,0 days 01:43:50.769000,2024-03-24 04:48:33.967,1,10.0,False,,False,True,82.91,82.91
555,0 days 01:46:36.822000,HUL,27,0 days 00:01:23.143000,34.0,2.0,,,29.043,18.128,35.972,0 days 01:45:42.699000,0 days 01:46:00.827000,0 days 01:46:36.799000,278.0,303.0,289.0,,False,MEDIUM,17.0,True,Haas F1 Team,0 days 01:45:13.679000,2024-03-24 04:49:56.877,1,10.0,False,,False,True,83.143,83.143
556,0 days 01:48:14.136000,HUL,27,0 days 00:01:37.314000,35.0,2.0,,0 days 01:47:58.093000,29.129,18.17,50.015,0 days 01:47:05.928000,0 days 01:47:24.098000,0 days 01:48:14.113000,277.0,306.0,,299.0,False,MEDIUM,18.0,True,Haas F1 Team,0 days 01:46:36.822000,2024-03-24 04:51:20.020,1,11.0,False,,False,False,97.314,97.31400000000001
557,0 days 01:49:41.436000,HUL,27,0 days 00:01:27.300000,36.0,3.0,0 days 01:48:16.195000,,33.67,18.256,35.374,0 days 01:48:47.783000,0 days 01:49:06.039000,0 days 01:49:41.413000,273.0,301.0,291.0,221.0,False,HARD,1.0,True,Haas F1 Team,0 days 01:48:14.136000,2024-03-24 04:52:57.334,1,11.0,False,,False,False,87.3,87.30000000000001
558,0 days 01:51:03.066000,HUL,27,0 days 00:01:21.630000,37.0,3.0,,,28.386,18.027,35.217,0 days 01:50:09.799000,0 days 01:50:27.826000,0 days 01:51:03.043000,277.0,304.0,294.0,295.0,True,HARD,2.0,True,Haas F1 Team,0 days 01:49:41.436000,2024-03-24 04:54:24.634,1,11.0,False,,False,True,81.63,81.63
559,0 days 01:52:25.091000,HUL,27,0 days 00:01:22.025000,38.0,3.0,,,28.496,18.043,35.486,0 days 01:51:31.539000,0 days 01:51:49.582000,0 days 01:52:25.068000,,307.0,294.0,297.0,False,HARD,3.0,True,Haas F1 Team,0 days 01:51:03.066000,2024-03-24 04:55:46.264,1,11.0,False,,False,True,82.025,82.025
560,0 days 01:53:46.987000,HUL,27,0 days 00:01:21.896000,39.0,3.0,,,28.419,17.929,35.548,0 days 01:52:53.487000,0 days 01:53:11.416000,0 days 01:53:46.964000,276.0,307.0,295.0,298.0,False,HARD,4.0,True,Haas F1 Team,0 days 01:52:25.091000,2024-03-24 04:57:08.289,1,11.0,False,,False,True,81.896,81.896
561,0 days 01:55:09.810000,HUL,27,0 days 00:01:22.823000,40.0,3.0,,,28.402,17.87,36.551,0 days 01:54:15.366000,0 days 01:54:33.236000,0 days 01:55:09.787000,277.0,310.0,311.0,301.0,False,HARD,5.0,True,Haas F1 Team,0 days 01:53:46.987000,2024-03-24 04:58:30.185,1,11.0,False,,False,True,82.823,82.82300000000001
562,0 days 01:56:31.826000,HUL,27,0 days 00:01:22.016000,41.0,3.0,,,28.708,17.905,35.403,0 days 01:55:38.495000,0 days 01:55:56.400000,0 days 01:56:31.803000,275.0,306.0,295.0,326.0,False,HARD,6.0,True,Haas F1 Team,0 days 01:55:09.810000,2024-03-24 04:59:53.008,1,10.0,False,,False,True,82.016,82.01599999999999
563,0 days 01:57:53.999000,HUL,27,0 days 00:01:22.173000,42.0,3.0,,,28.542,17.916,35.715,0 days 01:57:00.345000,0 days 01:57:18.261000,0 days 01:57:53.976000,277.0,307.0,294.0,300.0,False,HARD,7.0,True,Haas F1 Team,0 days 01:56:31.826000,2024-03-24 05:01:15.024,1,10.0,False,,False,True,82.173,82.173
564,0 days 01:59:15.908000,HUL,27,0 days 00:01:21.909000,43.0,3.0,,,28.49,17.946,35.473,0 days 01:58:22.466000,0 days 01:58:40.412000,0 days 01:59:15.885000,278.0,306.0,294.0,,False,HARD,8.0,True,Haas F1 Team,0 days 01:57:53.999000,2024-03-24 05:02:37.197,1,10.0,False,,False,True,81.909,81.90899999999999
565,0 days 02:00:37.638000,HUL,27,0 days 00:01:21.730000,44.0,3.0,,,28.459,17.92,35.351,0 days 01:59:44.344000,0 days 02:00:02.264000,0 days 02:00:37.615000,279.0,309.0,295.0,301.0,False,HARD,9.0,True,Haas F1 Team,0 days 01:59:15.908000,2024-03-24 05:03:59.106,1,10.0,False,,False,True,81.73,81.73
566,0 days 02:01:59.170000,HUL,27,0 days 00:01:21.532000,45.0,3.0,,,28.385,17.924,35.223,0 days 02:01:06,0 days 02:01:23.924000,0 days 02:01:59.147000,280.0,307.0,295.0,299.0,True,HARD,10.0,True,Haas F1 Team,0 days 02:00:37.638000,2024-03-24 05:05:20.836,1,10.0,False,,False,True,81.532,81.532
567,0 days 02:03:20.315000,HUL,27,0 days 00:01:21.145000,46.0,3.0,,,28.292,17.801,35.052,0 days 02:02:27.439000,0 days 02:02:45.240000,0 days 02:03:20.292000,281.0,308.0,295.0,301.0,True,HARD,11.0,True,Haas F1 Team,0 days 02:01:59.170000,2024-03-24 05:06:42.368,1,10.0,False,,False,True,81.145,81.14500000000001
568,0 days 02:04:41.944000,HUL,27,0 days 00:01:21.629000,47.0,3.0,,,28.572,17.864,35.193,0 days 02:03:48.864000,0 days 02:04:06.728000,0 days 02:04:41.921000,278.0,309.0,294.0,302.0,False,HARD,12.0,True,Haas F1 Team,0 days 02:03:20.315000,2024-03-24 05:08:03.513,1,10.0,False,,False,True,81.629,81.62899999999999
569,0 days 02:06:03.546000,HUL,27,0 days 00:01:21.602000,48.0,3.0,,,28.463,17.811,35.328,0 days 02:05:10.384000,0 days 02:05:28.195000,0 days 02:06:03.523000,281.0,311.0,295.0,,False,HARD,13.0,True,Haas F1 Team,0 days 02:04:41.944000,2024-03-24 05:09:25.142,1,10.0,False,,False,True,81.602,81.602
570,0 days 02:07:25.274000,HUL,27,0 days 00:01:21.728000,49.0,3.0,,,28.583,17.833,35.312,0 days 02:06:32.106000,0 days 02:06:49.939000,0 days 02:07:25.251000,280.0,307.0,295.0,300.0,False,HARD,14.0,True,Haas F1 Team,0 days 02:06:03.546000,2024-03-24 05:10:46.744,1,10.0,False,,False,True,81.728,81.728
571,0 days 02:08:47.376000,HUL,27,0 days 00:01:22.102000,50.0,3.0,,,28.709,17.968,35.425,0 days 02:07:53.960000,0 days 02:08:11.928000,0 days 02:08:47.353000,279.0,307.0,294.0,,False,HARD,15.0,True,Haas F1 Team,0 days 02:07:25.274000,2024-03-24 05:12:08.472,1,10.0,False,,False,True,82.102,82.102
572,0 days 02:10:09.106000,HUL,27,0 days 00:01:21.730000,51.0,3.0,,,28.585,17.865,35.28,0 days 02:09:15.938000,0 days 02:09:33.803000,0 days 02:10:09.083000,281.0,306.0,293.0,,False,HARD,16.0,True,Haas F1 Team,0 days 02:08:47.376000,2024-03-24 05:13:30.574,1,10.0,False,,False,True,81.73,81.73
573,0 days 02:11:30.887000,HUL,27,0 days 00:01:21.781000,52.0,3.0,,,28.555,17.936,35.29,0 days 02:10:37.638000,0 days 02:10:55.574000,0 days 02:11:30.864000,279.0,305.0,293.0,298.0,False,HARD,17.0,True,Haas F1 Team,0 days 02:10:09.106000,2024-03-24 05:14:52.304,1,10.0,False,,False,True,81.781,81.781
574,0 days 02:12:52.645000,HUL,27,0 days 00:01:21.758000,53.0,3.0,,,28.571,17.893,35.294,0 days 02:11:59.435000,0 days 02:12:17.328000,0 days 02:12:52.622000,281.0,308.0,294.0,301.0,False,HARD,18.0,True,Haas F1 Team,0 days 02:11:30.887000,2024-03-24 05:16:14.085,1,10.0,False,,False,True,81.758,81.758
575,0 days 02:14:14.666000,HUL,27,0 days 00:01:22.021000,54.0,3.0,,,28.618,17.922,35.481,0 days 02:13:21.240000,0 days 02:13:39.162000,0 days 02:14:14.643000,280.0,306.0,292.0,,False,HARD,19.0,True,Haas F1 Team,0 days 02:12:52.645000,2024-03-24 05:17:35.843,1,10.0,False,,False,True,82.021,82.021
576,0 days 02:15:37.363000,HUL,27,0 days 00:01:22.697000,55.0,3.0,,,28.788,17.981,35.928,0 days 02:14:43.431000,0 days 02:15:01.412000,0 days 02:15:37.340000,277.0,304.0,293.0,298.0,False,HARD,20.0,True,Haas F1 Team,0 days 02:14:14.666000,2024-03-24 05:18:57.864,1,10.0,False,,False,True,82.697,82.697
577,0 days 02:16:59.637000,HUL,27,0 days 00:01:22.274000,56.0,3.0,,,28.734,18.107,35.433,0 days 02:16:06.074000,0 days 02:16:24.181000,0 days 02:16:59.614000,,303.0,294.0,297.0,False,HARD,21.0,True,Haas F1 Team,0 days 02:15:37.363000,2024-03-24 05:20:20.561,1,10.0,False,,False,True,82.274,82.274
578,0 days 02:18:51.740000,HUL,27,0 days 00:01:52.103000,57.0,3.0,,,35.036,38.655,38.412,0 days 02:17:34.650000,0 days 02:18:13.305000,0 days 02:18:51.717000,158.0,286.0,267.0,300.0,False,HARD,22.0,True,Haas F1 Team,0 days 02:16:59.637000,2024-03-24 05:21:42.835,2,9.0,False,,False,True,112.103,112.10300000000001
579,0 days 02:20:40.972000,HUL,27,0 days 00:01:49.232000,58.0,3.0,,,35.619,33.231,40.382,0 days 02:19:27.336000,0 days 02:20:00.567000,0 days 02:20:40.949000,147.0,279.0,209.0,266.0,False,HARD,23.0,True,Haas F1 Team,0 days 02:18:51.740000,2024-03-24 05:23:34.938,6,9.0,False,,False,False,109.232,109.232
580,0 days 01:00:07.221000,RIC,3,0 days 00:01:37.645000,1.0,1.0,,,,18.66,38.787,,0 days 00:59:28.417000,0 days 01:00:07.313000,266.0,296.0,290.0,218.0,False,SOFT,1.0,True,RB,0 days 00:58:29.232000,2024-03-24 04:03:12.430,1,18.0,False,,False,False,97.645,
581,0 days 01:01:32.047000,RIC,3,0 days 00:01:24.826000,2.0,1.0,,,29.987,18.107,36.732,0 days 01:00:37.168000,0 days 01:00:55.275000,0 days 01:01:32.007000,274.0,327.0,304.0,270.0,True,SOFT,2.0,True,RB,0 days 01:00:07.221000,2024-03-24 04:04:50.419,1,18.0,False,,False,True,84.826,84.826
582,0 days 01:02:55.887000,RIC,3,0 days 00:01:23.840000,3.0,1.0,,,29.486,18.113,36.241,0 days 01:02:01.493000,0 days 01:02:19.606000,0 days 01:02:55.847000,276.0,327.0,303.0,305.0,True,SOFT,3.0,True,RB,0 days 01:01:32.047000,2024-03-24 04:06:15.245,1,18.0,False,,False,True,83.84,83.84
583,0 days 01:04:19.982000,RIC,3,0 days 00:01:24.095000,4.0,1.0,,,29.291,18.222,36.582,0 days 01:03:25.138000,0 days 01:03:43.360000,0 days 01:04:19.942000,271.0,322.0,301.0,297.0,False,SOFT,4.0,True,RB,0 days 01:02:55.887000,2024-03-24 04:07:39.085,1,17.0,False,,False,True,84.095,84.095
584,0 days 01:05:58.788000,RIC,3,0 days 00:01:38.806000,5.0,1.0,,0 days 01:05:42.642000,29.233,18.254,51.319,0 days 01:04:49.175000,0 days 01:05:07.429000,0 days 01:05:58.748000,272.0,324.0,,307.0,False,SOFT,5.0,True,RB,0 days 01:04:19.982000,2024-03-24 04:09:03.180,1,18.0,False,,False,False,98.806,98.80600000000001
585,0 days 01:07:29.364000,RIC,3,0 days 00:01:30.576000,6.0,2.0,0 days 01:06:00.784000,,35.583,18.737,36.256,0 days 01:06:34.331000,0 days 01:06:53.068000,0 days 01:07:29.324000,267.0,297.0,286.0,228.0,False,HARD,1.0,True,RB,0 days 01:05:58.788000,2024-03-24 04:10:41.986,1,18.0,False,,False,False,90.576,90.576
586,0 days 01:08:53.404000,RIC,3,0 days 00:01:24.040000,7.0,2.0,,,29.836,18.238,35.966,0 days 01:07:59.160000,0 days 01:08:17.398000,0 days 01:08:53.364000,273.0,323.0,287.0,293.0,False,HARD,2.0,True,RB,0 days 01:07:29.364000,2024-03-24 04:12:12.562,1,17.0,False,,False,True,84.04,84.03999999999999
587,0 days 01:10:17.012000,RIC,3,0 days 00:01:23.608000,8.0,2.0,,,29.153,18.481,35.974,0 days 01:09:22.517000,0 days 01:09:40.998000,0 days 01:10:16.972000,271.0,297.0,288.0,284.0,True,HARD,3.0,True,RB,0 days 01:08:53.404000,2024-03-24 04:13:36.602,1,16.0,False,,False,True,83.608,83.608
588,0 days 01:11:40.503000,RIC,3,0 days 00:01:23.491000,9.0,2.0,,,29.023,18.506,35.962,0 days 01:10:45.995000,0 days 01:11:04.501000,0 days 01:11:40.463000,,298.0,289.0,288.0,True,HARD,4.0,True,RB,0 days 01:10:17.012000,2024-03-24 04:15:00.210,1,16.0,False,,False,True,83.491,83.491
589,0 days 01:13:03.748000,RIC,3,0 days 00:01:23.245000,10.0,2.0,,,29.012,18.394,35.839,0 days 01:12:09.475000,0 days 01:12:27.869000,0 days 01:13:03.708000,270.0,300.0,290.0,291.0,True,HARD,5.0,True,RB,0 days 01:11:40.503000,2024-03-24 04:16:23.701,1,16.0,False,,False,True,83.245,83.245
590,0 days 01:14:26.831000,RIC,3,0 days 00:01:23.083000,11.0,2.0,,,28.925,18.291,35.867,0 days 01:13:32.633000,0 days 01:13:50.924000,0 days 01:14:26.791000,272.0,301.0,289.0,290.0,True,HARD,6.0,True,RB,0 days 01:13:03.748000,2024-03-24 04:17:46.946,1,16.0,False,,False,True,83.083,83.083
591,0 days 01:15:49.889000,RIC,3,0 days 00:01:23.058000,12.0,2.0,,,28.94,18.339,35.779,0 days 01:14:55.731000,0 days 01:15:14.070000,0 days 01:15:49.849000,271.0,301.0,289.0,293.0,True,HARD,7.0,True,RB,0 days 01:14:26.831000,2024-03-24 04:19:10.029,1,16.0,False,,False,True,83.058,83.05799999999999
